"","region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
"660","02767",13450,87,4,4,2,34853,1204,40.9
"661","02769",11664,98,0,1,1,36959,894,43.3
"662","02770",5275,92,1,2,1,37301,855,44.5
"663","02771",13932,95,1,2,2,34580,990,43.6
"664","02777",15943,96,0,1,1,33070,724,45.3
"665","02779",6452,93,1,0,5,33189,NA,40.1
"666","02780",49151,85,5,1,6,26055,776,40.7
"667","02790",16154,98,0,0,0,35011,809,46.2
"668","02791",80,100,0,0,0,58534,NA,65.2
"669","02802",919,100,0,0,0,42134,754,37.2
"670","02804",2587,95,0,2,3,33192,NA,47.1
"671","02806",16298,91,1,3,2,54414,1197,44.8
"672","02807",836,96,1,0,3,52486,883,54.8
"673","02808",2202,83,6,0,5,30863,688,36
"674","02809",22531,95,0,1,2,31526,728,42.3
"675","02812",1969,94,0,3,2,35637,NA,36.9
"676","02813",7821,94,0,0,2,34602,928,44.9
"677","02814",7477,98,0,0,1,32640,711,44.5
"678","02815",200,72,0,0,6,47267,NA,40.2
"679","02816",32800,96,0,1,2,29936,735,43
"680","02817",6102,92,2,4,1,36160,1098,41.3
"681","02818",18241,93,2,2,2,54361,985,45.3
"682","02822",6460,91,1,4,4,36185,780,44.2
"683","02825",5305,95,1,0,1,36152,803,47.4
"684","02826",637,100,0,0,0,20529,NA,48.3
"685","02827",2067,98,0,2,0,35893,1165,47.7
"686","02828",7403,95,2,1,2,38147,990,48.2
"687","02830",6356,95,1,0,3,34376,776,43.7
"688","02831",3129,99,0,0,1,33365,757,44.5
"689","02832",5263,93,2,1,3,29245,687,43.9
"690","02833",513,96,0,0,4,44846,324,59.7
"691","02835",5423,94,0,0,3,54915,1319,49.8
"692","02836",103,100,0,0,0,35931,NA,30.8
"693","02837",3490,97,1,0,0,49693,915,51.4
"694","02838",3615,75,7,1,15,25803,742,37.9
"695","02839",1617,100,0,0,0,31063,834,42.1
"696","02840",23306,80,6,1,9,38498,989,38.7
"697","02841",1066,77,5,4,8,34581,NA,26.1
"698","02842",16116,79,7,4,6,34094,1138,41.8
"699","02852",22567,91,2,3,3,39199,878,42.8
"700","02857",8919,98,0,0,0,36536,739,45.6
"701","02858",605,100,0,0,0,56813,NA,46.6
"702","02859",6932,92,1,2,2,28461,781,43.4
"703","02860",43862,45,20,2,23,19486,667,34.9
"704","02861",27431,73,7,1,13,25198,800,39.9
"705","02863",19387,24,7,0,66,14074,653,29.4
"706","02864",33429,91,1,2,4,35306,716,42.8
"707","02865",16881,89,3,2,2,40867,811,43
"708","02871",17155,93,1,2,2,44918,1176,46
"709","02872",184,100,0,0,0,35756,NA,52.9
"710","02873",181,100,0,0,0,45086,NA,38.4
"711","02874",6077,95,1,1,2,44544,1160,39
"712","02875",428,93,0,0,0,40517,1101,47
"713","02876",237,100,0,0,0,41172,894,61.1
"714","02878",15805,97,0,0,1,37587,716,46.9
"715","02879",20675,91,2,1,2,42125,835,46.3
"716","02881",7681,82,5,5,7,17818,956,19.8
"717","02882",13966,96,0,0,2,41702,972,42.2
"718","02885",10597,96,0,0,3,30687,729,42.4
"719","02886",28758,90,1,4,3,35112,919,46
"720","02888",19551,86,2,3,8,31704,944,43.6
"721","02889",28571,92,2,1,3,30696,876,42
"722","02891",21248,93,1,2,2,34266,864,44.8
"723","02892",4256,90,1,2,5,40897,626,48.4
"724","02893",29416,86,3,3,5,27891,840,38.9
"725","02894",563,100,0,0,0,36384,935,43.1
"726","02895",41113,72,6,6,14,21088,655,36.5
"727","02896",11782,95,0,2,1,36485,904,48
"728","02898",1231,97,0,0,1,33828,NA,47.6
"729","02903",10613,60,8,10,17,26146,840,27.3
"730","02904",28793,65,12,2,17,25191,750,40.2
"731","02905",25285,37,12,4,43,21109,727,30.3
"732","02906",28920,75,6,8,7,45404,1005,29.9
"733","02907",27448,12,16,9,60,13987,678,29.5
"734","02908",36842,43,17,4,31,20203,767,29
"735","02909",43752,20,10,7,59,15386,698,29
"736","02910",20135,75,4,8,10,27052,829,39
"737","02911",15811,82,9,1,6,27389,827,40.8
"738","02912",1850,67,14,7,7,4599,NA,19.9
"739","02914",21978,74,7,2,7,22148,730,39.8
"740","02915",16381,90,2,2,2,30710,871,45.7
"741","02916",8700,89,5,1,2,35834,762,42.9
"742","02917",14051,91,2,2,4,29501,798,34.6
"743","02919",28910,85,2,5,6,30008,809,44.6
"744","02920",38679,73,5,4,14,25788,887,42.8
"745","02921",12207,93,1,3,3,40551,845,41.3
"746","03031",11283,91,0,2,5,48600,1270,44.4
"747","03032",5027,95,0,0,1,38501,927,41.9
"748","03033",5023,96,0,1,2,39540,964,41.9
"749","03034",3961,96,0,2,1,36573,1592,45
"750","03036",4789,95,0,0,2,39816,1288,43
"751","03037",4248,99,0,0,1,36186,984,42.4
"752","03038",33417,93,2,2,2,30354,935,39.2
"753","03042",6460,98,0,0,0,32453,902,40.9
"754","03043",1547,96,1,1,2,37480,933,47.5
"755","03044",4290,95,1,1,3,36421,1331,43.1
"756","03045",13742,95,2,0,3,33628,1081,42.6
"757","03046",2774,94,0,1,1,42354,1110,43.2
"758","03047",1496,93,0,2,1,31066,768,43.7
"759","03048",3513,97,0,0,0,28864,615,43.6
"760","03049",7700,95,0,1,3,51368,1180,46.4
"761","03051",24541,91,1,3,4,36109,1067,40.7
"762","03052",8299,95,1,1,3,35674,872,38.4
"763","03053",24013,94,1,2,3,38683,1123,39.9
"764","03054",25538,94,0,2,3,38711,1137,42.8
"765","03055",15067,91,1,2,3,31909,957,40
"766","03057",2534,98,0,1,1,37197,938,43.7
"767","03060",28959,74,2,5,15,24748,887,35.3
"768","03062",27338,81,1,11,4,37959,1100,41.5
"769","03063",15936,83,1,7,7,37852,1086,36.6
"770","03064",14533,80,2,2,13,34045,859,40.6
"771","03070",5291,96,0,0,0,43563,863,40.8
"772","03071",5112,96,0,0,1,33886,802,37.5
"773","03076",12960,95,1,0,1,37663,926,40.7
"774","03077",10218,94,1,1,3,27774,913,39.5
"775","03079",28820,89,1,3,6,36598,985,42.8
"776","03082",1515,95,0,1,1,35671,869,44.3
"777","03084",1605,95,0,0,3,26644,1255,44.5
"778","03086",3812,97,0,1,1,37125,883,43.7
"779","03087",13777,93,0,4,1,48701,1456,41.9
"780","03101",2940,75,8,3,13,34163,810,36
"781","03102",31806,86,3,3,5,25866,885,34.3
"782","03103",36432,76,6,5,11,23041,822,35.2
"783","03104",33145,82,4,5,7,32130,917,37.6
"784","03106",13470,93,1,2,4,34478,950,40.3
"785","03109",9711,89,0,5,3,34852,886,40.8
"786","03110",21339,93,3,2,2,53755,1380,42.7
"787","03215",240,100,0,0,0,42163,NA,56.3
"788","03216",2138,95,0,0,1,30157,898,47.1
"789","03217",1796,98,0,0,0,22083,641,39.5
"790","03218",893,100,0,0,0,31388,NA,37.7
"791","03220",7337,89,3,1,5,24796,804,40.1
"792","03221",2014,96,0,2,1,31153,867,46.5
"793","03222",5684,96,1,1,1,26465,704,45.3
"794","03223",3384,96,0,1,0,34424,613,44.3
"795","03224",2290,97,0,0,2,39908,500,48
"796","03225",3700,96,0,0,1,30081,950,41.8
"797","03226",994,98,0,2,0,38513,719,51.3
"798","03227",1039,98,1,0,1,28846,936,48.6
"799","03229",5594,97,0,1,0,41471,794,45.4
"800","03230",1371,99,0,0,0,23883,851,42.5
"801","03231",313,94,0,0,0,32447,NA,55
"802","03233",96,92,0,0,8,25359,NA,52.7
"803","03234",4596,99,0,0,0,33447,924,45.8
"804","03235",8596,94,2,2,2,21290,682,40.5
"805","03237",2155,98,0,1,0,32932,NA,50.6
"806","03238",89,100,0,0,0,17911,NA,28.9
"807","03240",1318,96,0,0,1,24265,667,46.6
"808","03241",838,98,0,1,1,26510,697,49.4
"809","03242",4815,96,1,0,2,26622,783,29.3
"810","03243",1200,99,0,0,0,25116,900,46.8
"811","03244",7988,96,0,0,1,27653,719,39.1
"812","03245",1674,96,1,0,1,40889,774,52
"813","03246",16001,96,0,1,1,28373,781,45.4
"814","03249",7136,97,1,1,1,37616,915,49.4
"815","03251",1264,94,0,3,2,21380,595,45.4
"816","03253",6284,98,0,1,1,36587,881,47
"817","03254",4065,96,0,0,2,55428,973,54.6
"818","03255",1968,96,0,0,1,34021,920,48.1
"819","03256",2288,94,0,2,0,26736,858,42.9
"820","03257",4584,96,1,1,1,35753,774,51.3
"821","03258",2519,97,0,0,1,33497,820,43.7
"822","03259",303,100,0,0,0,37583,NA,55.8
"823","03260",805,91,0,4,0,32554,1151,47.4
"824","03261",4253,95,0,1,2,35153,967,44.2
"825","03262",1111,98,0,1,0,29282,682,45
"826","03263",4101,93,2,3,1,24752,704,39.6
"827","03264",7469,90,0,2,4,20284,786,23.7
"828","03266",2234,96,0,1,0,29324,716,47.2
"829","03268",1295,94,1,0,1,28928,780,45.6
"830","03269",2966,97,0,0,3,32494,1208,48.3
"831","03273",279,92,0,2,0,31386,NA,54.8
"832","03275",11447,96,0,0,2,29040,697,38.6
"833","03276",8394,94,0,3,2,25690,827,41.9
"834","03278",2991,97,0,0,2,33808,816,44.7
"835","03279",650,99,0,0,0,23784,613,47.3
"836","03280",1074,95,0,0,3,29190,867,51.4
"837","03281",8828,96,0,0,2,33744,1229,37.3
"838","03282",900,94,1,1,1,22299,705,49.3
"839","03284",1140,98,0,1,0,28451,818,39.3
"840","03285",2473,97,1,0,1,29732,978,46.3
"841","03287",1286,94,0,2,1,35054,1000,46.2
"842","03290",4747,97,1,0,0,36454,881,41.4
"843","03291",34,100,0,0,0,28909,NA,20.9
"844","03293",87,100,0,0,0,27762,NA,53.7
"845","03301",32665,91,2,3,2,30840,855,40.5
"846","03303",15665,93,3,0,2,27860,816,40.7
"847","03304",7573,97,0,1,1,43243,954,45.3
"848","03307",5321,96,0,0,0,30136,859,43.2
"849","03431",25563,95,1,2,2,27090,908,35.8
"850","03440",2639,97,1,0,1,27225,712,44.2
"851","03441",584,96,0,0,4,28283,933,31.8
"852","03442",1497,94,0,0,1,27563,740,36.7
"853","03443",918,92,0,0,6,24708,NA,43.2
"854","03444",1674,97,0,0,1,33640,905,47.6
"855","03445",697,98,0,0,2,28796,857,39.5
"856","03446",6131,94,0,3,3,28549,837,44.8
"857","03447",2567,94,1,1,0,31175,848,47.3
"858","03448",662,94,0,2,2,26556,521,50.8
"859","03449",1791,96,0,1,2,41737,938,49.9
"860","03450",860,95,1,0,2,35812,790,52.4
"861","03451",4018,96,1,0,1,23350,683,45.7
"862","03452",5440,98,0,0,0,28664,733,44.4
"863","03455",1922,96,2,0,1,30575,791,46.1
"864","03456",782,99,0,0,0,28506,1021,43
"865","03457",695,98,0,0,0,41751,909,52.1
"866","03458",6678,95,0,3,0,40329,847,49.3
"867","03461",5950,92,3,2,1,25058,1042,26.3
"868","03462",1840,95,0,1,2,39435,721,42.5
"869","03464",1053,96,3,0,0,29149,791,45.4
"870","03465",2313,96,0,1,1,25887,739,36.9
"871","03466",888,96,0,0,0,37348,NA,49.1
"872","03467",1923,97,0,2,1,31780,880,47.2
"873","03470",4660,96,0,1,1,22725,780,44.9
"874","03561",5941,94,0,1,3,28402,628,46.1
"875","03570",9836,95,1,0,2,21936,549,45.1
"876","03574",2529,94,0,0,0,27626,724,44.4
"877","03575",106,100,0,0,0,11202,NA,50.5
"878","03576",3277,96,0,0,1,23551,452,50.1
"879","03579",419,95,0,0,2,25774,603,54.5
"880","03580",1515,96,1,0,1,36693,738,51.7
"881","03581",3179,97,0,0,2,28045,537,45.2
"882","03582",2542,98,0,0,0,19118,560,44
"883","03583",864,98,0,1,0,28028,608,49.8
"884","03584",3657,97,1,0,0,27336,608,46.9
"885","03585",2593,95,0,0,2,27003,750,46.3
"886","03586",574,98,0,0,2,41089,950,54.5
"887","03588",1642,92,0,0,3,29392,529,49.8
"888","03590",977,96,3,0,0,20288,406,46.7
"889","03592",1300,96,0,0,3,26630,569,56.3
"890","03593",459,94,0,5,0,38066,633,56.9
"891","03595",838,95,0,3,2,27547,719,40.1
"892","03597",375,100,0,0,0,16864,550,48.9
"893","03598",3119,94,1,0,2,24787,505,47.2
"894","03601",553,98,0,2,0,20916,718,40.9
"895","03602",2759,95,0,1,3,28415,682,42.8
"896","03603",5324,95,2,0,0,23362,616,47.2
"897","03604",237,100,0,0,0,34096,870,27
"898","03605",1189,97,0,0,2,26808,713,43
"899","03607",293,97,0,3,0,25210,756,52.4
"900","03608",2304,93,0,2,2,28421,674,45.2
"901","03609",1179,93,0,0,4,26992,716,36.1
"902","03740",747,97,0,1,1,24924,523,51.5
"903","03741",4261,98,0,0,0,28771,898,46
"904","03743",13956,97,0,0,1,22749,749,41.1
"905","03745",1462,94,0,2,0,32495,1052,49.3
"906","03746",152,93,0,0,4,40038,NA,46.5
"907","03748",4580,97,1,0,1,45180,861,45.9
"908","03750",1099,97,0,3,0,55427,1055,41.4
"909","03751",408,98,0,0,2,46160,NA,58.5
"910","03752",728,94,1,0,0,28060,839,49.9
"911","03753",2966,97,0,1,1,40964,1415,45
"912","03754",0,NA,NA,NA,NA,NA,NA,NA
"913","03755",10311,83,3,9,3,31861,1508,22.7
"914","03765",698,100,0,0,0,23711,NA,32.7
"915","03766",9591,83,1,9,5,33006,932,39.9
"916","03768",1937,94,0,1,2,60813,775,44.8
"917","03770",528,76,3,2,13,33356,NA,33.8
"918","03771",1016,89,1,0,0,26411,1036,49.1
"919","03773",7750,96,0,1,0,26841,711,45.7
"920","03774",1735,97,0,0,1,26309,1128,46.1
"921","03777",1454,98,0,0,0,33157,887,39.8
"922","03779",817,98,0,1,0,35980,346,48
"923","03780",343,87,0,13,1,30147,NA,51.3
"924","03781",2002,99,0,0,0,43530,937,45.1
"925","03782",3071,92,0,1,3,41690,1004,50.5
"926","03784",3724,80,0,8,3,33704,967,37.5
"927","03785",2569,95,0,0,1,21085,655,44.1
"928","03801",22005,89,2,4,4,39829,1033,41.4
"929","03809",3749,94,2,1,0,30418,728,42.3
"930","03810",1510,95,0,3,0,31333,739,47
"931","03811",6775,96,0,0,3,42505,928,46.9
"932","03812",616,100,0,0,0,21317,540,58.1
"933","03813",3693,94,1,1,0,23245,808,43.5
"934","03814",2471,97,0,0,1,22378,673,45.3
"935","03816",1420,99,0,0,0,27599,844,48.4
"936","03817",656,97,0,0,0,47619,287,49.4
"937","03818",3628,96,1,1,0,25714,634,46.4
"938","03819",4410,98,0,0,1,31443,743,41.5
"939","03820",30228,91,1,4,1,30850,882,36.1
"940","03823",2034,85,0,10,1,37211,1081,37.6
"941","03824",14949,90,1,5,2,23342,888,20.8
"942","03825",8552,98,0,0,2,34571,867,41.5
"943","03826",2670,96,0,1,1,37839,712,46.1
"944","03827",3221,97,0,2,1,39869,1214,45.9
"945","03830",1708,99,0,0,0,22151,NA,55
"946","03832",366,98,0,2,0,41152,563,59.6
"947","03833",21083,95,1,1,2,38995,1030,44
"948","03835",6797,98,0,1,0,28657,802,41.7
"949","03836",1200,97,0,0,0,27843,583,55.4
"950","03837",1616,95,0,3,1,23101,856,39
"951","03838",981,100,0,0,0,41056,852,46.9
"952","03839",3796,95,1,0,1,27082,873,36.5
"953","03840",3815,96,0,3,2,54229,1310,43.7
"954","03841",6110,97,0,1,1,40868,1060,47.6
"955","03842",14788,94,1,3,1,42125,994,48.6
"956","03844",2321,94,0,2,0,59683,1086,44.9
"957","03845",1248,100,0,0,0,25644,621,41.9
"958","03846",1029,92,0,4,1,38903,556,51.1
"959","03847",272,100,0,0,0,41742,NA,52.2
"960","03848",6057,95,0,0,1,37266,866,42.9
"961","03849",1306,99,1,0,0,31256,695,45.6
"962","03850",230,100,0,0,0,37250,NA,60
"963","03851",3946,99,0,0,1,36320,841,44.1
"964","03852",639,94,0,0,0,16047,NA,33.7
"965","03853",732,100,0,0,0,43081,914,41.1
"966","03854",930,93,0,2,4,82879,1413,56.1
"967","03855",2644,100,0,0,0,34092,748,45
"968","03856",1634,97,0,0,2,50700,1031,42.4
"969","03857",8968,89,2,6,2,32211,908,35.9
"970","03858",4665,94,0,0,5,34035,942,39.1
"971","03860",3964,96,0,1,2,25309,773,42.8
"972","03861",4346,95,0,3,2,40517,944,41.6
"973","03862",4328,96,1,1,1,61736,835,50.7
"974","03864",1495,99,0,0,0,19371,802,40.1
"975","03865",7614,98,0,0,1,31204,1036,42.7
"976","03867",19901,93,1,1,3,28347,788,42.5
"977","03868",6185,97,1,0,0,25481,934,42.7
"978","03869",2505,93,1,1,4,31867,829,39.9
"979","03870",5301,100,0,0,0,52887,1471,51.3
"980","03871",17,100,0,0,0,NA,NA,NA
"981","03872",3545,92,0,1,4,29297,679,50.1
"982","03873",5829,97,0,0,1,36794,892,37.3
"983","03874",9037,95,0,2,1,30229,899,47.3
"984","03875",1168,98,0,0,0,34636,NA,52
"985","03878",11804,83,3,5,5,24132,876,34.2
"986","03882",1377,100,0,0,0,22011,725,47.9
"987","03883",61,100,0,0,0,46248,NA,49.7
"988","03884",3998,91,1,0,4,35366,834,45.2
"989","03885",7086,97,0,1,1,54916,1250,44.5
"990","03886",2059,99,1,0,0,29754,619,51.5
"991","03887",1988,99,0,0,0,25218,723,42.1
"992","03890",350,100,0,0,0,16887,876,47.7
"993","03894",6252,95,0,1,3,39365,729,54.8
"994","03901",7341,93,1,1,2,25309,806,37.2
"995","03902",2049,98,0,0,0,38803,1027,53.4
"996","03903",6234,96,1,0,1,36223,1035,44.6
"997","03904",8285,92,2,3,2,34349,992,45.1
"998","03905",1254,100,0,0,0,31531,549,55.2
"999","03906",4596,96,1,0,2,27518,806,40.1
"1000","03907",1143,100,0,0,0,45585,922,58.8
"1001","03908",7247,97,0,0,1,32027,720,39.2
"1002","03909",10094,96,0,1,2,40753,1138,48.7
"1003","03910",357,100,0,0,0,18137,NA,42.2
"1004","03911",117,100,0,0,0,51424,NA,53.1
"1005","04001",2470,95,0,0,3,26397,1004,46.7
"1006","04002",7390,97,0,0,0,26846,690,46
"1007","04003",527,97,0,0,3,25631,NA,57.7
"1008","04005",23336,95,0,3,1,25135,767,36
"1009","04006",63,100,0,0,0,33186,NA,52.7
"1010","04008",2761,94,1,0,4,30561,876,40.5
"1011","04009",5227,98,0,1,0,22880,690,46.6
"1012","04010",1336,98,0,0,1,25609,684,47.6
"1013","04011",20319,93,1,2,2,29789,724,43.3
"1014","04015",3809,96,0,0,1,24756,642,44.9
"1015","04017",401,99,0,0,1,44434,575,61.1
"1016","04019",0,NA,NA,NA,NA,NA,NA,NA
"1017","04020",1488,98,0,0,0,20276,658,41.8
"1018","04021",5982,94,0,2,1,50432,1060,41.9
"1019","04022",1049,91,4,1,0,22904,427,43.6
"1020","04024",594,99,0,1,0,22640,NA,44.8
"1021","04027",6049,100,0,0,0,24082,564,39.4
"1022","04029",1559,97,0,1,0,26238,690,51.6
"1023","04030",2306,92,3,0,0,20601,1022,42.4
"1024","04032",7971,97,1,1,0,36275,743,44
"1025","04037",3843,96,1,0,1,20649,609,43.7
"1026","04038",16540,94,1,1,1,32516,787,38.1
"1027","04039",7417,97,0,0,1,30662,1011,37.7
"1028","04040",3068,96,1,0,0,28859,675,50.1
"1029","04041",1694,96,1,0,0,20304,608,43
"1030","04042",4316,99,0,0,0,26107,902,44
"1031","04043",10912,99,0,0,0,38671,905,49.4
"1032","04046",7575,96,1,0,1,37590,788,45.9
"1033","04047",1616,93,0,0,2,24213,563,48
"1034","04048",2959,97,2,1,0,21582,963,31.6
"1035","04049",3654,97,1,0,2,24049,613,42.1
"1036","04050",238,97,0,1,0,27511,669,55.6
"1037","04051",1088,96,0,1,2,27797,688,51.7
"1038","04055",3786,97,1,0,1,26228,656,44.5
"1039","04056",195,74,0,0,0,14716,819,46.9
"1040","04057",23,100,0,0,0,5278,NA,19.8
"1041","04061",3465,97,0,1,0,25291,1297,35.7
"1042","04062",17164,95,2,0,1,29618,905,38.2
"1043","04063",340,89,0,0,11,30552,311,62.1
"1044","04064",8319,95,2,0,2,29407,807,48.1
"1045","04066",377,100,0,0,0,49893,NA,66.7
"1046","04068",1694,96,0,3,0,19462,598,37.2
"1047","04069",1471,97,0,0,1,27212,833,42.9
"1048","04071",4989,99,0,0,0,34545,807,44.9
"1049","04072",18647,93,1,2,2,28896,793,42.3
"1050","04073",16085,92,1,1,3,23658,707,40
"1051","04074",18963,93,1,4,1,39855,970,44.7
"1052","04076",2680,96,0,1,1,23644,820,46
"1053","04079",3874,97,0,2,0,39020,1020,54.3
"1054","04083",4751,93,0,1,3,22979,743,39.9
"1055","04084",7953,99,0,0,0,27121,764,40.5
"1056","04085",1948,96,0,4,0,27679,832,44.9
"1057","04086",8750,94,0,2,1,31939,663,45.3
"1058","04087",1934,93,0,5,1,22604,1046,36.4
"1059","04088",1705,99,0,0,0,21040,621,45.9
"1060","04090",9697,98,0,1,0,31596,784,50.9
"1061","04091",996,100,0,0,0,24901,775,42.7
"1062","04092",17578,90,5,1,2,26520,785,39.2
"1063","04093",8056,93,2,1,4,27738,836,43
"1064","04095",1200,99,0,0,0,22205,783,47.1
"1065","04096",8402,95,0,1,3,46186,917,45.1
"1066","04097",3598,96,0,1,1,37144,920,41.1
"1067","04101",17339,80,11,2,4,24560,828,32.2
"1068","04102",17540,82,5,5,3,30130,828,35.6
"1069","04103",30354,85,6,4,4,30544,899,41
"1070","04105",11260,94,1,2,2,47439,1311,47.3
"1071","04106",25257,91,1,4,2,30061,898,40.1
"1072","04107",8993,93,2,3,2,53526,1084,48.4
"1073","04108",900,92,0,1,7,34119,610,53.5
"1074","04109",94,91,0,0,2,28385,NA,33.5
"1075","04110",1297,90,0,7,3,79959,668,48.5
"1076","04210",23040,91,2,1,2,27064,659,40.5
"1077","04216",439,100,0,0,0,17460,235,55.5
"1078","04217",2928,100,0,0,0,26664,388,44.4
"1079","04219",1509,94,0,0,2,20693,575,44.7
"1080","04220",3101,94,0,0,2,22762,516,40.2
"1081","04221",1019,96,0,1,0,20324,490,44.4
"1082","04222",3867,97,0,0,0,31446,509,43.6
"1083","04224",3148,97,0,0,2,20274,185,43.8
"1084","04226",154,100,0,0,0,22859,NA,50.8
"1085","04227",39,100,0,0,0,25533,NA,60.3
"1086","04228",75,100,0,0,0,5812,NA,41.6
"1087","04231",263,96,0,0,2,27704,475,49.7
"1088","04234",229,100,0,0,0,5396,NA,10.9
"1089","04236",4346,96,0,1,0,27004,779,42
"1090","04237",141,100,0,0,0,23347,NA,53.8
"1091","04238",1557,94,2,0,3,23726,NA,34.5
"1092","04239",4840,97,0,0,1,24154,534,42.3
"1093","04240",36536,88,4,1,2,20978,611,38.1
"1094","04250",4150,94,0,0,0,22231,578,42.2
"1095","04252",4807,96,0,0,1,23121,605,40.1
"1096","04253",2092,96,0,0,1,23033,629,43.1
"1097","04254",3095,92,0,0,2,18233,570,38.2
"1098","04255",877,93,3,0,0,27972,654,39.7
"1099","04256",3024,96,0,1,0,20743,684,41.3
"1100","04257",2667,94,0,5,0,18485,561,47.5
"1101","04258",2603,95,0,1,3,33287,792,39.2
"1102","04259",3132,97,0,0,1,28132,825,42.8
"1103","04260",5556,96,0,0,2,24963,579,41
"1104","04261",438,99,0,0,0,23165,NA,48
"1105","04263",2088,92,0,0,1,23610,729,38.9
"1106","04265",996,100,0,0,0,34229,720,41.2
"1107","04267",61,100,0,0,0,10385,NA,28.3
"1108","04268",4999,97,0,0,1,21431,570,49.2
"1109","04270",6162,97,0,0,1,20607,566,43.7
"1110","04271",0,NA,NA,NA,NA,NA,NA,NA
"1111","04274",5398,91,0,0,1,30810,734,40.8
"1112","04275",465,97,0,1,0,26627,486,52.7
"1113","04276",5818,94,0,0,2,18807,476,43.3
"1114","04280",6784,96,0,1,0,23690,729,39.7
"1115","04281",5162,95,1,2,2,20614,494,44.5
"1116","04282",5729,96,0,0,3,29277,572,43.4
"1117","04284",1004,100,0,0,0,32519,764,54
"1118","04285",463,94,0,0,0,22027,NA,54.5
"1119","04286",149,100,0,0,0,30019,NA,57.6
"1120","04287",3185,95,1,0,0,26909,820,40.1
"1121","04289",1881,97,0,0,1,20766,533,41.5
"1122","04290",1407,99,0,0,0,22458,395,48.1
"1123","04292",1130,93,0,2,2,18390,516,43.6
"1124","04294",4075,95,0,3,1,21067,535,42.8
"1125","04330",26034,95,1,1,2,23229,605,42.2
"1126","04342",1641,93,0,0,2,28743,540,48.5
"1127","04343",79,100,0,0,0,67849,NA,51.6
"1128","04344",2831,95,0,0,2,22355,591,39.6
"1129","04345",11565,96,1,1,1,26121,562,42.9
"1130","04346",1772,98,0,0,2,25232,517,49.6
"1131","04347",2380,94,0,4,0,38830,755,50.8
"1132","04348",3084,98,0,1,1,28475,708,48.2
"1133","04349",1125,97,1,1,0,27652,643,49.7
"1134","04350",3607,94,0,1,0,23606,524,41.9
"1135","04351",2571,100,0,0,0,35541,462,47.8
"1136","04352",1617,98,0,0,1,25691,739,47.4
"1137","04353",2368,98,1,0,1,24233,510,45.1
"1138","04354",1592,99,0,0,0,26605,550,42.8
"1139","04355",2578,97,0,3,0,32024,640,45.2
"1140","04357",3393,95,0,0,3,26571,603,43.4
"1141","04358",4236,94,1,1,1,22554,631,41.4
"1142","04359",455,87,0,0,13,19916,NA,47.4
"1143","04360",622,98,0,0,1,29450,NA,46.8
"1144","04363",2567,97,0,0,1,26906,756,41.4
"1145","04364",5988,96,0,0,2,28853,636,44.6
"1146","04401",45024,94,1,1,1,25164,702,37.6
"1147","04406",641,100,0,0,0,19646,438,51.2
"1148","04408",175,95,0,0,3,25824,NA,44.6
"1149","04410",1138,93,1,0,5,18773,489,39.5
"1150","04411",1460,98,0,0,0,27419,525,46.7
"1151","04412",9428,98,0,0,0,28946,718,40.8
"1152","04413",168,100,0,0,0,34739,NA,57.7
"1153","04414",1352,98,0,1,0,19825,439,47.5
"1154","04415",232,100,0,0,0,18086,534,40.4
"1155","04416",5494,99,0,0,0,24133,564,40.9
"1156","04417",297,98,0,1,1,16843,NA,57.1
"1157","04418",1632,93,0,0,0,19692,559,42
"1158","04419",2792,98,0,1,0,23735,711,41.7
"1159","04421",1503,98,0,1,0,21463,613,21.3
"1160","04422",1424,93,1,0,2,17629,470,34.9
"1161","04424",797,97,0,0,0,16206,379,47.5
"1162","04426",4583,97,0,0,0,24350,486,48.7
"1163","04427",2799,95,0,0,1,20022,578,40.9
