"","region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
"16550","49724",1134,83,1,0,0,22644,812,40.1
"16551","49725",655,84,0,1,0,24354,393,59.9
"16552","49726",1029,86,0,0,0,27000,317,59.9
"16553","49727",7222,93,0,0,3,25045,512,46.2
"16554","49728",310,93,0,0,0,24271,429,59
"16555","49729",1520,97,0,0,2,23464,545,45.4
"16556","49730",2044,97,0,0,2,21443,512,39.8
"16557","49733",2042,96,0,0,0,20811,438,47.3
"16558","49735",19658,95,0,1,2,24875,529,42.5
"16559","49736",504,94,0,2,0,21442,NA,60.3
"16560","49738",9851,96,1,0,2,21661,501,47
"16561","49740",6884,93,1,1,1,39334,721,52.1
"16562","49743",782,96,0,0,2,17369,381,48.3
"16563","49744",860,98,0,0,1,21023,395,49.8
"16564","49745",1217,83,0,0,0,21870,133,48.2
"16565","49746",3742,97,0,0,1,20114,374,52.1
"16566","49747",1779,96,0,1,1,21866,478,52.4
"16567","49748",113,98,0,0,0,15518,NA,58.3
"16568","49749",4194,94,1,0,1,28831,531,49
"16569","49751",1765,99,0,0,0,21718,668,47.7
"16570","49752",857,69,5,0,0,16747,NA,40.6
"16571","49753",2097,97,0,0,1,19896,413,47.3
"16572","49755",1914,89,0,0,1,22392,485,46.2
"16573","49756",3736,97,0,0,1,19080,580,51.7
"16574","49757",516,56,13,2,11,28930,584,43.2
"16575","49759",1531,96,0,0,3,23626,460,56.4
"16576","49760",608,69,1,0,0,22031,388,53.3
"16577","49762",549,79,0,0,0,26882,535,57.3
"16578","49764",155,86,0,0,0,16550,NA,33.3
"16579","49765",4045,95,1,0,2,20475,421,49.1
"16580","49766",2468,96,0,0,2,21201,432,43.9
"16581","49768",460,82,0,0,3,25859,NA,54.2
"16582","49769",1804,89,0,0,2,19546,625,38.4
"16583","49770",17038,91,1,1,2,31007,635,40.4
"16584","49774",2080,86,0,0,0,24847,399,47.6
"16585","49775",76,97,0,0,0,27587,NA,64.4
"16586","49776",1839,95,0,1,1,21116,373,51.4
"16587","49777",1715,98,0,0,0,28592,417,58.9
"16588","49779",4676,98,0,1,1,23434,392,51.7
"16589","49780",1863,85,0,1,0,22615,406,41.3
"16590","49781",4303,65,1,1,1,23000,462,44.2
"16591","49782",610,96,1,1,0,25541,531,57.5
"16592","49783",19843,75,1,1,1,22311,488,37.1
"16593","49788",6415,48,25,1,5,9042,429,33.3
"16594","49791",251,99,0,0,0,20368,NA,59.1
"16595","49793",377,100,0,0,0,22228,425,51.7
"16596","49795",2062,97,0,0,1,21130,524,47.7
"16597","49796",361,100,0,0,0,36753,706,51.9
"16598","49799",2421,95,0,0,0,18140,446,44
"16599","49801",11447,95,0,0,2,27121,440,44.5
"16600","49802",6467,96,1,1,1,22914,516,46.3
"16601","49805",303,100,0,0,0,27557,NA,47.3
"16602","49806",521,95,0,0,0,29199,NA,59.7
"16603","49807",3357,95,0,0,2,23245,460,45.3
"16604","49808",258,85,2,0,0,29241,NA,58.5
"16605","49812",939,98,0,0,1,19418,380,45.1
"16606","49814",1482,98,0,0,2,23547,411,43.8
"16607","49815",580,96,0,0,1,20244,407,45.5
"16608","49816",906,92,0,0,0,19305,250,52.5
"16609","49817",514,81,0,2,3,20528,263,49.5
"16610","49818",978,96,0,0,1,20825,445,48.9
"16611","49819",21,100,0,0,0,26781,NA,73.7
"16612","49820",216,93,0,0,1,21099,338,67.1
"16613","49821",1255,97,0,0,3,23082,285,52.6
"16614","49822",272,85,0,0,3,18320,381,50.4
"16615","49825",295,98,0,0,1,26648,NA,52
"16616","49826",143,100,0,0,0,25076,NA,51.8
"16617","49827",959,85,0,0,1,19777,282,43
"16618","49829",17445,93,0,0,1,20661,453,43.1
"16619","49831",704,98,0,0,0,24838,550,49
"16620","49833",115,90,1,0,0,24561,NA,60.7
"16621","49834",276,92,0,0,0,17882,458,46.4
"16622","49835",796,86,0,1,0,21142,NA,55.9
"16623","49836",931,88,0,0,5,18782,529,49.7
"16624","49837",9561,95,0,1,1,25452,392,47.4
"16625","49838",481,91,0,0,2,15033,388,53.6
"16626","49839",261,96,0,0,0,19814,517,63.7
"16627","49840",830,87,0,2,2,24054,421,53.5
"16628","49841",7466,92,1,2,2,21379,411,40
"16629","49847",922,98,0,0,1,20396,336,48.4
"16630","49848",142,98,0,0,2,30529,NA,57.5
"16631","49849",12604,97,0,0,1,23118,411,42.4
"16632","49852",97,79,0,0,0,19810,NA,68.5
"16633","49853",1415,96,0,0,1,23382,349,49.3
"16634","49854",6456,87,0,1,0,20806,429,49
"16635","49855",33767,91,3,1,1,24572,586,34.7
"16636","49858",11935,95,0,0,1,22610,456,46.1
"16637","49861",454,97,0,0,2,23330,NA,59
"16638","49862",4795,83,7,0,2,19792,457,44.2
"16639","49863",114,96,0,0,0,22803,NA,33.5
"16640","49864",63,97,0,0,0,18189,NA,54.5
"16641","49866",7966,96,0,0,1,24777,444,39.6
"16642","49868",5173,75,12,0,3,17456,480,42.6
"16643","49870",3382,98,0,1,1,20241,504,42.8
"16644","49871",611,91,0,0,3,15452,463,35.1
"16645","49872",171,100,0,0,0,20358,NA,40.6
"16646","49873",116,100,0,0,0,13156,NA,38.3
"16647","49874",1208,96,2,0,1,19398,378,46.9
"16648","49876",985,98,1,0,0,22705,NA,51.1
"16649","49877",39,92,0,0,5,24162,NA,53.5
"16650","49878",3713,94,0,0,1,24115,498,48.4
"16651","49879",950,99,0,0,1,21244,327,52
"16652","49880",1079,93,0,0,1,21323,225,49.1
"16653","49881",341,100,0,0,0,20621,NA,50.3
"16654","49883",81,86,14,0,0,18904,NA,52.5
"16655","49884",711,85,14,0,0,9827,NA,40.8
"16656","49885",1626,92,0,1,1,24321,503,48.9
"16657","49886",472,88,0,0,4,18092,450,45.6
"16658","49887",2574,98,0,0,1,21683,338,50.1
"16659","49891",732,98,0,0,0,19820,233,54.1
"16660","49892",1929,98,0,1,0,27668,475,51.4
"16661","49893",2008,96,0,1,0,27882,423,47.9
"16662","49894",660,99,0,0,0,20173,NA,44.4
"16663","49895",785,64,28,1,3,20166,431,43.6
"16664","49896",1566,70,1,0,3,18476,235,38.1
"16665","49901",273,100,0,0,0,23576,394,49.4
"16666","49902",97,97,0,0,0,16338,419,58.1
"16667","49903",162,96,0,0,0,19209,269,41.6
"16668","49905",1852,97,0,0,0,19636,379,34.6
"16669","49908",3682,50,36,1,1,10975,283,35.8
"16670","49910",391,97,0,0,3,20962,365,58
"16671","49911",2744,96,1,0,0,22520,426,47
"16672","49912",943,97,0,0,1,21935,369,53.8
"16673","49913",7599,96,0,0,2,17495,416,39.7
"16674","49915",554,97,0,0,1,17918,521,39.9
"16675","49916",2548,95,0,0,1,26050,472,39.7
"16676","49917",261,97,2,0,2,12457,381,37.5
"16677","49918",124,100,0,0,0,30985,435,57.5
"16678","49919",230,91,0,0,9,20709,238,54.8
"16679","49920",4224,96,1,0,2,21605,392,53.7
"16680","49921",260,100,0,0,0,16839,534,49.6
"16681","49922",736,96,0,1,2,22122,337,43.6
"16682","49925",497,98,2,0,0,22953,238,47.2
"16683","49927",424,95,5,0,0,16800,275,50.7
"16684","49929",224,100,0,0,0,18595,NA,46.5
"16685","49930",7026,96,0,1,1,22619,478,36.9
"16686","49931",9904,84,2,9,2,17693,587,22.4
"16687","49934",1012,100,0,0,0,16496,389,36.6
"16688","49935",6234,96,1,0,2,22183,404,51.8
"16689","49938",7762,96,0,0,1,20423,402,46.5
"16690","49942",71,100,0,0,0,21842,NA,47.8
"16691","49945",2409,98,0,1,0,24191,391,50.5
"16692","49946",3914,90,1,2,1,21908,450,48.1
"16693","49947",1772,64,32,0,3,12147,NA,42.3
"16694","49948",524,98,0,0,0,22845,300,52
"16695","49950",1308,95,3,0,0,23595,383,53.3
"16696","49952",125,100,0,0,0,15381,NA,47.6
"16697","49953",2952,95,1,1,1,21829,352,52.9
"16698","49955",482,100,0,0,0,17095,NA,38.4
"16699","49958",1145,98,0,0,0,20544,327,43.5
"16700","49959",358,96,0,0,1,16893,354,39.6
"16701","49960",129,93,0,2,0,17284,NA,50.9
"16702","49961",94,91,0,4,2,19650,NA,62.7
"16703","49962",137,97,0,0,3,25074,NA,65.9
"16704","49963",978,96,1,2,1,15824,355,34.5
"16705","49965",478,99,1,0,0,25686,NA,56.6
"16706","49967",480,98,0,0,2,21082,NA,61.4
"16707","49968",2320,95,1,0,0,20311,388,51.1
"16708","49969",1352,75,0,1,1,27180,412,57.6
"16709","49970",235,100,0,0,0,26821,NA,62.3
"16710","49971",392,96,0,2,1,20791,329,60.5
"16711","50001",825,94,0,0,4,20904,440,35.3
"16712","50002",1338,96,0,0,1,23974,330,41.3
"16713","50003",6921,95,0,0,3,36186,538,42
"16714","50005",668,96,0,0,1,22550,438,50
"16715","50006",1528,98,0,0,2,24332,339,40.9
"16716","50007",619,99,0,0,1,32623,342,44.6
"16717","50008",920,96,0,0,0,18177,272,39.3
"16718","50009",16687,93,1,1,2,31113,647,35.4
"16719","50010",29802,79,4,11,4,28601,630,29.6
"16720","50011",1913,88,3,3,5,5994,NA,19
"16721","50012",3699,85,2,6,7,6220,NA,19.3
"16722","50014",28064,86,2,7,3,24427,699,23
"16723","50020",1554,98,0,0,2,22354,416,43.2
"16724","50021",21778,94,1,3,1,35161,751,33.6
"16725","50022",8028,95,0,0,3,26177,401,45.4
"16726","50023",29494,93,1,1,2,32362,656,31.7
"16727","50025",3294,98,0,0,0,32624,347,47.5
"16728","50026",638,93,0,0,6,20637,299,46.6
"16729","50027",313,100,0,0,0,16547,406,39.2
"16730","50028",1553,98,0,0,1,27689,558,46.2
"16731","50029",737,100,0,0,0,28283,370,50.1
"16732","50032",429,89,0,0,0,16779,NA,26.8
"16733","50033",33,82,0,0,0,32136,NA,45.9
"16734","50034",356,100,0,0,0,23781,505,48.7
"16735","50035",5458,97,0,1,1,25050,767,31
"16736","50036",16052,96,1,1,1,27125,481,39.4
"16737","50038",114,100,0,0,0,28857,NA,45.7
"16738","50039",463,97,0,0,1,32474,556,46.3
"16739","50041",92,85,0,15,0,24537,NA,60.3
"16740","50042",342,97,0,0,0,20711,352,48.3
"16741","50044",1123,95,0,3,0,18463,338,44.8
"16742","50046",1395,93,1,0,5,31627,558,38
"16743","50047",5447,94,2,1,1,26368,578,38.7
"16744","50048",848,98,0,0,1,25347,296,45.1
"16745","50049",6754,98,0,0,1,20131,343,42.6
"16746","50050",553,97,0,0,1,24521,330,44.4
"16747","50051",391,100,0,0,0,48572,256,48.8
"16748","50052",245,86,0,6,8,27505,NA,50.2
"16749","50054",3371,95,0,0,3,22555,503,37.1
"16750","50055",859,98,0,0,1,26067,505,41.3
"16751","50056",1349,96,0,0,3,25026,467,41.9
"16752","50057",281,100,0,0,0,16418,NA,25.9
"16753","50058",2042,97,1,0,1,26776,327,42.8
"16754","50060",2304,97,0,0,2,25477,293,45.7
"16755","50061",1676,97,0,0,2,62293,413,47.8
"16756","50062",640,100,0,0,0,23853,NA,49.4
"16757","50063",2837,99,0,0,0,30235,726,37.4
"16758","50064",79,100,0,0,0,18286,300,33.8
"16759","50065",522,98,1,0,0,21606,510,43.7
"16760","50066",260,83,0,0,17,20718,425,30.1
"16761","50067",321,91,4,0,1,26369,310,34.7
"16762","50068",416,97,0,0,0,21565,NA,32.3
"16763","50069",1228,99,0,0,1,21735,549,35.2
"16764","50070",1426,99,0,0,0,34001,504,42.1
"16765","50071",869,94,0,0,6,31705,318,55
"16766","50072",2807,97,1,0,1,27165,482,38
"16767","50073",1029,99,0,0,1,29361,325,34.1
"16768","50074",300,100,0,0,0,30400,NA,61.4
"16769","50075",918,88,0,0,10,27019,444,40.8
"16770","50076",1402,98,1,0,0,30641,338,45.5
"16771","50078",115,95,0,0,0,22248,425,62.8
"16772","50101",88,73,0,0,27,30900,NA,40.5
"16773","50102",44,100,0,0,0,93264,NA,58.8
"16774","50103",373,99,0,1,0,22546,308,46.3
"16775","50104",153,100,0,0,0,20136,300,35.4
"16776","50105",1389,91,0,4,1,26997,541,33.5
"16777","50106",939,97,0,0,3,29065,332,43
"16778","50107",1152,99,0,0,1,20707,371,40.6
"16779","50108",542,98,0,0,0,16522,303,51.1
"16780","50109",2812,97,0,0,3,31943,458,35.2
"16781","50111",9939,94,0,2,2,34299,720,34.8
"16782","50112",11752,91,2,3,3,24195,505,37.3
"16783","50115",2670,95,1,0,3,23073,418,42
"16784","50116",174,100,0,0,0,22395,NA,43.3
"16785","50117",205,90,0,0,10,30211,NA,41.7
"16786","50118",970,99,0,0,0,28629,602,45.1
"16787","50119",574,94,0,0,1,28334,370,53
"16788","50120",291,100,0,0,0,28528,306,40.3
"16789","50122",1648,91,0,1,8,25435,349,45.2
"16790","50123",791,100,0,0,0,21882,303,51.2
"16791","50124",3662,98,0,1,1,30645,591,35
"16792","50125",19543,95,0,0,2,27390,595,38.3
"16793","50126",6770,95,1,0,2,25843,459,43.5
"16794","50127",0,NA,NA,NA,NA,NA,NA,NA
"16795","50128",362,83,1,0,16,36846,358,41.7
"16796","50129",5128,97,0,0,2,29027,407,48.2
"16797","50130",1517,92,0,1,4,28984,494,37.8
"16798","50131",18263,90,1,6,2,42317,894,38.1
"16799","50132",320,88,0,2,10,20915,359,47
"16800","50133",515,98,0,0,1,17794,277,33.6
"16801","50134",590,97,0,1,2,28422,527,48.2
"16802","50135",1666,99,0,0,1,24718,481,42.8
"16803","50136",406,98,0,0,0,23725,238,36.7
"16804","50138",11830,94,1,0,3,23485,512,37.8
"16805","50139",1432,99,0,0,1,23060,389,46.6
"16806","50140",3059,90,3,0,4,15672,367,26.1
"16807","50141",640,97,0,0,1,25381,511,41.7
"16808","50142",957,92,1,1,3,25098,488,39.6
"16809","50143",635,100,0,0,0,25060,237,38.6
"16810","50144",2696,96,1,1,2,20892,350,41.1
"16811","50146",342,97,0,0,0,32980,NA,42.7
"16812","50147",496,98,0,2,0,22807,NA,50.3
"16813","50148",352,99,0,0,0,19959,388,45.3
"16814","50149",870,96,0,0,3,15776,405,39.2
"16815","50150",1113,91,0,0,8,24827,373,41.1
"16816","50151",533,99,1,0,0,24344,371,56
"16817","50153",897,100,0,0,0,29796,316,44.2
"16818","50154",523,98,0,0,0,26247,383,35.3
"16819","50155",274,92,0,2,2,24800,392,31.2
"16820","50156",4242,97,0,0,3,27462,585,42.5
"16821","50157",622,99,0,1,0,30387,237,51.3
"16822","50158",31589,71,2,3,23,23381,500,37.8
"16823","50160",515,99,0,0,1,27164,530,33.4
"16824","50161",2058,97,0,2,1,33077,379,43.4
"16825","50162",1227,95,1,0,3,25362,503,40.3
"16826","50163",824,99,0,0,0,21829,410,42
"16827","50164",514,96,0,0,4,20846,278,41.2
"16828","50165",74,100,0,0,0,27442,NA,39.5
"16829","50166",1606,97,0,0,2,25302,419,37.5
"16830","50167",588,99,0,0,1,30419,410,48.9
"16831","50168",665,99,0,0,0,27795,572,37.9
"16832","50169",3613,93,3,0,2,29068,531,38.7
"16833","50170",2716,99,0,0,1,26294,482,42.6
"16834","50171",2943,97,0,1,2,28144,390,44.6
"16835","50173",842,74,0,0,5,26608,422,45.7
"16836","50174",1250,99,0,0,0,23579,357,45.7
"16837","50201",8139,94,1,0,3,28908,524,40.4
"16838","50206",469,94,2,0,1,23651,289,41.5
"16839","50207",2499,97,0,0,2,23830,372,41
"16840","50208",20675,94,2,1,2,23765,521,42.6
"16841","50210",1531,98,0,0,2,30229,676,45.3
"16842","50211",11849,95,0,1,2,32020,714,36
"16843","50212",3515,98,0,0,1,27287,479,46.1
"16844","50213",7027,85,0,0,14,23848,453,40.6
"16845","50214",808,99,0,0,1,29157,NA,43.2
"16846","50216",2740,97,0,0,0,34609,404,49.5
"16847","50217",719,98,0,0,2,24097,369,36.7
"16848","50218",110,100,0,0,0,23099,NA,47.8
"16849","50219",14190,95,1,2,1,27260,618,34
"16850","50220",9213,66,2,0,31,19204,472,34.9
"16851","50222",645,100,0,0,0,32242,425,40.6
"16852","50223",423,100,0,0,0,25361,359,47.8
"16853","50225",2736,97,0,1,1,27295,450,38.7
"16854","50226",5306,95,1,1,2,41012,742,40.8
"16855","50227",22,100,0,0,0,22055,NA,39
"16856","50228",2177,98,0,0,2,25716,570,39.7
"16857","50229",713,93,0,0,0,39460,NA,41.5
"16858","50230",1314,83,0,0,17,26035,465,42.1
"16859","50231",143,92,0,6,1,32775,379,50.5
"16860","50232",485,99,0,0,0,25976,435,43.2
"16861","50233",1441,90,1,0,3,23725,381,44.5
"16862","50234",536,97,0,0,1,28473,336,52.2
"16863","50235",343,96,0,1,3,25086,263,49.7
"16864","50236",1783,97,1,0,1,28748,375,34.6
"16865","50237",3052,96,0,1,1,30076,547,45.9
"16866","50238",938,97,0,0,1,24046,363,48
"16867","50239",146,91,0,2,0,18916,NA,35.7
"16868","50240",2815,98,0,0,1,26744,547,38.8
"16869","50242",375,99,0,0,0,24138,400,36.9
"16870","50243",250,85,1,0,12,24763,469,41.4
"16871","50244",2102,97,0,0,2,30064,539,33.3
"16872","50246",680,93,0,0,1,30932,397,50.6
"16873","50247",2378,93,1,0,5,26834,478,38.3
"16874","50248",4406,95,1,1,2,31095,578,46.3
"16875","50249",1176,99,0,0,0,25163,343,44.9
"16876","50250",2595,97,1,0,1,23151,450,47.2
"16877","50251",1282,100,0,0,0,30057,414,41.9
"16878","50252",133,97,0,0,2,70024,NA,60.8
"16879","50254",330,99,0,1,0,27604,342,46.6
"16880","50255",62,100,0,0,0,21616,NA,33.5
"16881","50256",590,100,0,0,0,25496,340,44.4
"16882","50257",875,95,1,0,0,22724,529,38.5
"16883","50258",950,90,0,0,9,22271,385,44.6
"16884","50261",2297,95,0,1,1,31824,542,36.9
"16885","50262",539,91,0,4,1,18459,NA,45
"16886","50263",17390,91,1,3,4,38552,811,32.1
"16887","50264",350,97,0,1,0,23249,NA,35.8
"16888","50265",32214,84,3,5,6,36725,751,34.3
"16889","50266",24636,81,4,7,6,44368,848,32.8
"16890","50268",1011,99,0,0,1,16850,192,45.2
"16891","50271",806,94,1,0,0,18795,305,34.9
"16892","50272",130,98,0,0,0,27878,375,45.5
"16893","50273",8217,97,0,1,2,27390,517,40.8
"16894","50274",358,99,0,0,0,26761,225,47
"16895","50275",602,85,14,0,0,17210,375,39.8
"16896","50276",2594,90,4,1,1,28291,538,39.6
"16897","50277",436,99,0,0,0,25627,440,43.6
"16898","50278",943,97,0,0,0,26986,368,45.4
"16899","50309",5431,68,13,3,12,30040,618,30.7
"16900","50310",30138,75,13,5,6,28725,674,35.8
"16901","50311",15155,76,6,3,11,23917,578,27.5
"16902","50312",14873,86,6,2,4,39097,633,40.8
"16903","50313",17632,72,6,4,14,21449,683,34.1
"16904","50314",11925,28,35,8,25,14545,576,29.9
"16905","50315",35873,75,8,4,11,20989,655,34.4
"16906","50316",16983,52,13,6,25,16968,626,30.9
"16907","50317",35391,80,5,2,10,21620,655,36.9
"16908","50319",0,NA,NA,NA,NA,NA,NA,NA
"16909","50320",21195,66,8,8,15,23483,683,31.6
"16910","50321",8501,76,10,6,5,34648,684,34.9
"16911","50322",31526,87,5,3,3,36682,730,39.7
"16912","50323",10566,91,1,5,2,50473,1202,36.6
"16913","50324",4874,89,2,3,4,29538,775,41.5
"16914","50325",16010,85,2,3,7,44271,698,37.5
"16915","50327",10833,86,3,2,8,33965,692,38.6
"16916","50401",29322,92,1,1,4,26218,468,42.8
"16917","50420",376,100,0,0,0,26097,345,55.3
"16918","50421",2871,95,0,0,4,26872,405,46.4
"16919","50423",3222,89,0,1,7,24857,400,44.9
"16920","50424",1254,98,0,0,1,30258,314,50.5
"16921","50426",46,100,0,0,0,45563,NA,42.6
"16922","50428",9274,93,1,1,4,30302,430,47.7
"16923","50430",444,98,0,0,1,31925,419,48.8
"16924","50431",376,64,0,2,34,18663,276,31.3
"16925","50432",190,98,0,0,2,26381,325,60.1
"16926","50433",206,100,0,0,0,41122,NA,45.4
"16927","50434",382,91,0,1,8,31476,275,53.2
"16928","50435",628,97,0,0,2,20138,375,43.4
"16929","50436",5919,92,1,1,4,25289,410,44
"16930","50438",3903,97,0,0,2,27181,495,38.5
"16931","50439",491,96,0,0,4,22032,330,40.3
"16932","50440",475,97,1,0,0,37483,383,47.1
"16933","50441",5846,82,0,0,17,25596,432,41.6
"16934","50444",330,94,0,1,5,21949,370,43.5
"16935","50446",668,99,0,0,1,32431,272,41.8
"16936","50447",1203,92,0,1,7,20969,288,43.4
"16937","50448",741,99,0,0,1,25807,400,44.9
"16938","50449",664,96,2,0,1,23469,330,42
"16939","50450",2681,98,0,0,0,22963,417,46.6
"16940","50451",477,100,0,0,0,30336,343,52.1
"16941","50452",802,90,0,2,7,29418,416,43.5
"16942","50453",685,89,0,1,10,23839,504,42.2
"16943","50454",180,100,0,0,0,15310,NA,56.2
"16944","50455",356,95,0,0,5,22418,231,39
"16945","50456",1789,97,0,0,2,21399,466,40.4
"16946","50457",378,98,0,1,2,23198,363,35.4
"16947","50458",2148,97,0,0,1,27574,401,42.4
"16948","50459",2870,95,2,0,2,26240,341,46.6
"16949","50460",306,100,0,0,0,23577,NA,41.4
"16950","50461",5786,98,1,0,1,24952,391,44.5
"16951","50464",723,91,0,0,2,25720,188,39.9
"16952","50465",250,100,0,0,0,21074,NA,40.3
"16953","50466",1962,99,0,0,0,20891,323,39.4
"16954","50467",100,100,0,0,0,22551,NA,31.5
"16955","50468",1587,96,1,0,1,28264,249,44.2
"16956","50469",1694,95,1,0,3,28714,302,45.4
"16957","50470",213,95,0,0,1,21268,250,57.1
"16958","50471",741,98,0,0,1,25573,381,49
"16959","50472",2224,97,0,1,0,25107,383,47.3
"16960","50473",185,91,3,0,3,30328,NA,55.5
"16961","50475",1676,99,0,0,0,23391,373,41.3
"16962","50476",719,99,0,0,1,24989,304,46.7
"16963","50477",427,97,0,0,2,19511,244,40.5
"16964","50478",962,95,0,1,3,23810,347,40.6
"16965","50479",569,98,0,0,2,23775,352,50.1
"16966","50480",793,96,0,0,4,32708,304,53.1
"16967","50482",884,98,0,0,2,40436,527,49.8
"16968","50483",743,99,0,0,1,28624,378,50.3
"16969","50484",362,91,1,0,5,23299,233,45.3
"16970","50501",28492,87,5,1,5,24205,460,38.7
"16971","50510",1001,99,0,0,0,29216,357,47.9
"16972","50511",7223,96,0,1,2,27424,426,47.8
"16973","50514",1507,99,1,0,0,25858,396,46.4
"16974","50515",230,100,0,0,0,18893,296,38.4
"16975","50516",576,98,0,1,1,24504,325,46.7
"16976","50517",1132,97,0,0,2,25184,293,39.4
"16977","50518",414,100,0,0,0,32730,392,34.4
"16978","50519",605,92,0,0,7,20113,308,34.7
"16979","50520",125,90,0,2,8,24806,NA,50.8
"16980","50521",30,100,0,0,0,19743,NA,79.5
"16981","50522",703,92,1,1,0,23318,289,44.5
"16982","50523",825,100,0,0,0,25317,276,43.4
"16983","50524",525,100,0,0,0,27595,325,48.8
"16984","50525",3491,88,1,1,10,25499,435,42.2
"16985","50527",282,93,0,0,7,17989,99,38.3
"16986","50528",525,100,0,0,0,29850,NA,41.2
"16987","50529",822,98,0,0,1,23255,437,39.3
"16988","50530",1318,100,0,0,0,20355,349,35.3
"16989","50531",313,99,0,0,1,52444,NA,46.1
"16990","50532",879,99,0,0,0,28336,421,47.2
"16991","50533",3952,82,0,0,15,26765,417,45.1
"16992","50535",807,94,2,0,1,27715,370,40
"16993","50536",4541,96,0,0,2,26168,389,42.1
"16994","50538",473,100,0,0,0,28082,343,44.8
"16995","50539",591,98,0,0,1,33777,263,46.9
"16996","50540",916,97,0,0,2,21185,353,47.6
"16997","50541",800,100,0,0,0,24397,276,43.3
"16998","50542",1067,97,0,0,3,25919,315,46.6
"16999","50543",1562,95,0,0,2,23616,368,44.5
"17000","50544",565,96,2,0,1,20111,302,42.1
"17001","50545",270,99,0,0,0,22380,NA,22.1
"17002","50546",400,93,0,0,5,23694,338,47.8
"17003","50548",5818,93,0,0,5,28463,443,44.6
"17004","50551",128,100,0,0,0,29220,NA,62.5
"17005","50554",1632,94,4,0,1,25970,369,46.1
"17006","50556",281,98,0,0,1,26754,375,50.7
"17007","50557",831,98,0,0,1,21963,452,46.6
"17008","50558",756,97,0,1,2,24223,364,39.6
"17009","50559",274,96,0,0,3,40689,295,54.8
"17010","50560",618,98,0,0,2,30927,326,45.5
"17011","50561",599,98,0,0,2,27564,413,51.5
"17012","50562",567,99,1,0,0,26368,355,48
"17013","50563",2517,97,1,0,1,26863,379,47.4
"17014","50565",591,91,0,0,4,22374,319,41.3
"17015","50566",344,85,9,0,6,25748,475,52.5
"17016","50567",216,84,0,0,16,32072,NA,41.3
"17017","50568",1515,93,0,0,7,24471,364,40.6
"17018","50569",875,100,0,0,0,21475,377,39
"17019","50570",229,93,0,0,7,37380,370,46.7
"17020","50571",313,87,0,0,13,21954,348,42.8
"17021","50573",44,100,0,0,0,29102,NA,49
"17022","50574",2156,99,1,0,0,26202,397,51.1
"17023","50575",1195,93,2,0,4,23352,243,45.6
"17024","50576",393,87,1,0,12,20132,331,47.8
"17025","50577",395,96,0,0,3,26881,267,52.1
"17026","50578",677,96,0,1,1,38384,402,49
"17027","50579",2686,93,3,0,2,25351,353,43.5
"17028","50581",885,94,0,0,6,24434,306,46
"17029","50582",189,100,0,0,0,26940,410,43.6
"17030","50583",2662,97,1,1,1,25936,552,48
"17031","50585",911,93,1,0,5,25780,302,44
"17032","50586",288,100,0,0,0,19621,325,36.6
"17033","50588",12906,52,3,9,33,20736,469,32.5
"17034","50590",914,94,2,2,3,27346,295,46.1
"17035","50591",220,99,0,0,0,24581,242,38.2
"17036","50593",92,71,0,0,29,13728,NA,33.6
"17037","50594",229,83,0,0,17,27190,513,41.4
"17038","50595",9185,92,1,3,4,23962,443,41.3
"17039","50597",1185,95,0,0,3,31780,328,44.4
"17040","50598",1005,100,0,0,0,33031,368,39.3
"17041","50599",489,97,0,0,0,24483,285,42.3
"17042","50601",2339,95,0,0,5,25661,289,48.1
"17043","50602",1643,98,0,0,1,26270,486,46.3
"17044","50603",728,98,0,0,2,19368,284,37.5
"17045","50604",1684,99,0,0,0,28890,420,47.2
"17046","50605",126,98,0,0,2,23455,NA,43.5
"17047","50606",936,98,0,1,0,20944,356,49.6
"17048","50607",687,94,0,0,5,19706,542,39.8
"17049","50609",360,100,0,0,0,30079,453,39.5
"17050","50611",400,100,0,0,0,28114,281,38.6
"17051","50612",308,87,0,3,0,51661,NA,50.2
"17052","50613",42337,92,2,3,2,25929,642,27.7
"17053","50616",10340,93,3,1,3,22467,389,43.5
"17054","50619",2306,99,1,0,0,21678,407,44.3
"17055","50620",44,100,0,0,0,20530,NA,42.5
"17056","50621",1682,98,0,0,2,31400,428,45
"17057","50622",3292,99,0,0,0,33256,470,41
"17058","50624",1841,97,1,0,0,34029,449,40.9
"17059","50625",1183,97,0,0,1,23540,380,49.6
"17060","50626",2028,96,3,0,2,26000,466,38.8
"17061","50627",3529,89,2,2,3,23459,376,44.2
"17062","50628",1398,93,0,0,6,27862,250,40.6
"17063","50629",2331,97,2,0,0,27732,333,37.4
"17064","50630",1848,95,0,0,3,25698,362,39.9
"17065","50632",1144,98,1,0,0,24822,381,38.9
"17066","50633",467,93,1,0,2,24707,388,38.4
"17067","50634",682,98,0,0,0,28117,473,47.6
"17068","50635",1808,95,0,0,4,30545,417,46.1
"17069","50636",1935,96,0,1,2,24454,294,44.2
"17070","50638",3260,99,0,0,0,28399,380,41.9
"17071","50641",1939,98,1,0,1,19130,405,35.7
"17072","50642",669,100,0,0,0,21632,481,39.1
"17073","50643",2607,98,0,0,1,34798,607,45.3
"17074","50644",8426,96,0,1,2,29521,508,41.6
"17075","50645",1066,96,0,0,2,19943,344,44.5
"17076","50647",1850,99,0,1,0,27839,402,45.2
